time, name, func, shared_mem, local_mem, num_regs, iterations, total, blocksize, blocksper, device, args_blocksize, args_blocksper, args_dump_sass, args_dump_src, args_gpu, args_iterations, args_total, args_skip_correct, args_debug, args_modulus, args_modbits, args_pow, args_reduction_method, args_app, args_det, args_epilogue, args_btpi, args_m, args_variation, args_stride, args_reduction_method_name, args_variation_name, args_app_name, args_tpi, args_precision, args_moduli1, args_moduli2, args_limbs, args_moduli_in, args_mpt1, args_mpt2, args_shared_size, args_mult_class, args_resultshape, correct, args_mont_factor
1.4581760168075562, latencygpu, MULT_APP, 16, 0, 30, 100, 8, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 8, False, 0, 1019057567579065373, 60, 60, 2, 0, False, 1, 4, 1, 4, 1, Mont32, MontRNSReduceVec, bench_modmult2, 4, 64, 2, 2, 4, 6, 1, 1, 16, MontRNSReduceVec<2. 2. 1. 1. 4. 1. Mont32>, (8. 4), True, 
1.6176960468292236, latencygpu, MULT_APP, 32, 0, 28, 100, 8, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 8, False, 0, 857164547337155087, 60, 60, 2, 0, False, 1, 4, 1, 4, 2, Mont32, MontRNSReduceVec, bench_modmult2, 8, 64, 2, 2, 4, 10, 1, 1, 32, MontRNSReduceVec<2. 2. 1. 1. 8. 2. Mont32>, (8. 4), True, 
2.230272054672241, latencygpu, MULT_APP, 32, 0, 31, 100, 4, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 4, False, 0, 2489923991334440105952292613, 92, 92, 2, 0, False, 1, 8, 1, 4, 1, Mont32, MontRNSReduceVec, bench_modmult2, 8, 64, 3, 3, 8, 11, 1, 1, 32, MontRNSReduceVec<3. 3. 1. 1. 8. 1. Mont32>, (4. 8), True, 
2.4524478912353516, latencygpu, MULT_APP, 64, 0, 31, 100, 4, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 4, False, 0, 2491856708359153915669513231, 92, 92, 2, 0, False, 1, 8, 1, 4, 2, Mont32, MontRNSReduceVec, bench_modmult2, 16, 64, 3, 3, 8, 19, 1, 1, 64, MontRNSReduceVec<3. 3. 1. 1. 16. 2. Mont32>, (4. 8), True, 
3.0853118896484375, latencygpu, MULT_APP, 32, 0, 34, 100, 4, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 4, False, 0, 13496999896255362859408437124160337661, 124, 124, 2, 0, False, 1, 8, 1, 4, 1, Mont32, MontRNSReduceVec, bench_modmult2, 8, 64, 4, 4, 8, 12, 1, 1, 32, MontRNSReduceVec<4. 4. 1. 1. 8. 1. Mont32>, (4. 8), True, 
3.225600004196167, latencygpu, MULT_APP, 64, 0, 31, 100, 4, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 4, False, 0, 18592139557100485873323923419828886723, 124, 124, 2, 0, False, 1, 8, 1, 4, 2, Mont32, MontRNSReduceVec, bench_modmult2, 16, 64, 4, 4, 8, 20, 1, 1, 64, MontRNSReduceVec<4. 4. 1. 1. 16. 2. Mont32>, (4. 8), True, 
4.149248123168945, latencygpu, MULT_APP, 32, 0, 36, 100, 4, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 4, False, 0, 76875374687076835918715296650129054422900486759, 156, 156, 2, 0, False, 1, 8, 1, 4, 1, Mont32, MontRNSReduceVec, bench_modmult2, 8, 64, 5, 5, 8, 13, 1, 1, 32, MontRNSReduceVec<5. 5. 1. 1. 8. 1. Mont32>, (4. 8), True, 
4.759488105773926, latencygpu, MULT_APP, 64, 0, 35, 100, 4, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 4, False, 0, 72143567542187492329077629000579677492958787931, 156, 156, 2, 0, False, 1, 8, 1, 4, 2, Mont32, MontRNSReduceVec, bench_modmult2, 16, 64, 5, 5, 8, 21, 1, 1, 64, MontRNSReduceVec<5. 5. 1. 1. 16. 2. Mont32>, (4. 8), True, 
5.846015930175781, latencygpu, MULT_APP, 32, 0, 40, 100, 4, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 4, False, 0, 258554223462063286630392950941990696085567145585523225213, 188, 188, 2, 0, False, 1, 8, 1, 4, 1, Mont32, MontRNSReduceVec, bench_modmult2, 8, 64, 6, 6, 8, 14, 1, 1, 32, MontRNSReduceVec<6. 6. 1. 1. 8. 1. Mont32>, (4. 8), True, 
5.685247898101807, latencygpu, MULT_APP, 64, 0, 35, 100, 4, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 4, False, 0, 213793504860517307490598132721315000029280433081979373503, 188, 188, 2, 0, False, 1, 8, 1, 4, 2, Mont32, MontRNSReduceVec, bench_modmult2, 16, 64, 6, 6, 8, 22, 1, 1, 64, MontRNSReduceVec<6. 6. 1. 1. 16. 2. Mont32>, (4. 8), True, 
6.884352207183838, latencygpu, MULT_APP, 64, 0, 46, 100, 2, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 2, False, 0, 969498498605114618304311917324763729901514394490498340429751765153, 220, 220, 2, 0, False, 1, 16, 1, 4, 1, Mont32, MontRNSReduceVec, bench_modmult2, 16, 64, 7, 7, 16, 23, 1, 1, 64, MontRNSReduceVec<7. 7. 1. 1. 16. 1. Mont32>, (2. 16), True, 
6.977536201477051, latencygpu, MULT_APP, 128, 0, 40, 100, 2, 32, 1, NVIDIA GeForce RTX 3090 : 1695.000 Mhz   (Ordinal 0);82 SMs enabled. Compute Capability sm_86;FreeMem: 23.906MB   TotalMem: 24.251MB   32-bit pointers.;Mem Clock: 9751.000 Mhz x 384 bits   (936.1 GB/s);ECC Disabled;, 32, 1, False, False, 0, 100, 2, False, 0, 1564772340232435906898937095733160164639717134400381487383234542113, 220, 220, 2, 0, False, 1, 16, 1, 4, 2, Mont32, MontRNSReduceVec, bench_modmult2, 32, 64, 7, 7, 16, 39, 1, 1, 128, MontRNSReduceVec<7. 7. 1. 1. 32. 2. Mont32>, (2. 16), True, 
